city_name,state,is_saturated,difference
Idyllwild-pine Cove,California,true,-533
Imperial Beach,California,true,-1190
Incline Village,Nevada,true,-1322
Independence,Missouri,true,-312
Independence,Oregon,true,-689
Index,Washington,true,-1306
Indialantic,Florida,true,-144
Indiana,Pennsylvania,true,-513
Indianapolis,Indiana,true,-456
Indian Harbour Beach,Florida,true,-398
Indian Lake,New York,true,-1354
Indian Pass,Florida,false,881
Indian River,Michigan,true,-1705
Indian Rocks Beach,Florida,false,716
Indian Shores,Florida,false,1033
Indian Wells,California,false,674
Indio,California,true,-674
Inglewood,California,true,-970
Inglis,Florida,true,-171
Ingram,Texas,true,-1095
Inlet,New York,true,-524
Inlet Beach,Florida,true,-1253
Inman,South Carolina,true,-542
Innsbrook,Missouri,true,-1380
Interlaken,New York,true,-762
Interlochen,Michigan,true,-1663
Intervale,New Hampshire,true,-807
Inverness,California,true,-975
Inverness,Florida,true,-19
Iola,Kansas,true,-506
Iowa City,Iowa,true,-979
Ipswich,Massachusetts,true,-1338
Irmo,South Carolina,true,-1189
Irondequoit,New York,true,-743
Iron River,Michigan,true,-957
Iron River,Wisconsin,true,-610
Irons,Michigan,true,-800
Ironwood,Michigan,true,-1078
Irvine,California,true,-1083
Irving,Texas,true,-363
Irvington,New Jersey,true,-444
Irwin,Idaho,true,-301
Ishpeming,Michigan,true,-668
Islamorada,Florida,false,1544
Island Park,Idaho,true,-1592
Isle,Minnesota,true,-1400
Isle Of Palms,South Carolina,true,-40
Issaquah,Washington,true,-683
Ithaca,New York,true,-726
Iuka,Mississippi,true,-473
Ivins,Utah,false,43
Jackson,Georgia,true,-1196
Jackson,Michigan,true,-698
Jackson,Mississippi,true,-612
Jackson,New Hampshire,true,-679
Jackson,Tennessee,true,-82
Jackson,Wyoming,true,-683
Jacksons' Gap,Alabama,true,-707
Jacksonville,Arkansas,true,-643
Jacksonville,Florida,true,-898
Jacksonville,North Carolina,true,-688
Jacksonville,Oregon,true,-631
Jacksonville Beach,Florida,true,-570
Jamaica,Vermont,false,1
Jamaica Beach,Texas,true,-1686
Jamestown,Kentucky,true,-367
Jamestown,New York,true,-733
Jamestown,North Carolina,true,-881
Jamestown,Rhode Island,true,-1799
Jamestown,Tennessee,true,-85
Jamul,California,true,-2957
Janesville,Wisconsin,true,-709
Jasper,Alabama,true,-443
Jasper,Arkansas,true,-429
Jasper,Georgia,true,-1344
Jay,New York,true,-759
Jay,Vermont,false,1799
Jefferson,Colorado,true,-1091
Jefferson,New Hampshire,false,78
Jefferson,New Jersey,true,-1869
Jefferson,New York,true,-849
Jefferson,North Carolina,true,-823
Jefferson,Texas,true,-309
Jefferson City,Missouri,true,-692
Jefferson City,Tennessee,true,-764
Jeffersonville,Indiana,false,25
Jeffersonville,New York,true,-545
Jekyll Island,Georgia,true,-1248
Jemez Springs,New Mexico,true,-949
Jenner,California,true,-668
Jensen Beach,Florida,false,669
Jerome,Arizona,true,-3450
Jersey City,New Jersey,true,-538
Jewett,New York,true,-1508
Jim Thorpe,Pennsylvania,true,-1011
Johnsburg,New York,true,-1191
Johns Island,South Carolina,true,-83
Johnson,Vermont,true,-509
Johnson City,New York,false,169
Johnson City,Tennessee,true,-656
Johnson City,Texas,true,-803
Johnstown,Pennsylvania,true,-203
Jonesboro,Arkansas,true,-318
Jonesboro,Georgia,true,-365
Jonesborough,Tennessee,true,-208
Jonestown,Texas,true,-362
Joplin,Missouri,true,-579
Joseph,Oregon,true,-144
Joshua Tree,California,true,-670
Julian,California,true,-1190
Junction City,Oregon,true,-742
Juneau,Alaska,true,-432
June Lake,California,true,-1170
Juno Beach,Florida,true,-779
Jupiter,Florida,false,142
Jurupa Valley,California,true,-94
Kaanapali,Hawaii,true,-2603
Kahuku,Hawaii,true,-3103
Kailua,Hawaii,true,-2135
Kailua-kona,Hawaii,true,-91
Kailua Kona,Hawaii,true,-2047
Kalamazoo,Michigan,true,-863
Kalispell,Montana,true,-1516
Kalkaska,Michigan,true,-1012
Kamas,Utah,true,-837
Kamuela,Hawaii,false,152
Kanab,Utah,true,-396
Kane,Pennsylvania,true,-464
Kaneohe,Hawaii,true,-3364
Kannapolis,North Carolina,true,-592
Kansas City,Kansas,true,-541
Kansas City,Missouri,true,-444
Kapaa,Hawaii,true,-90
Kapaʻa,Hawaii,true,-223
Kapaau,Hawaii,true,-201
Kapalua,Hawaii,true,-1266
Kapolei,Hawaii,false,3
Karnack,Texas,true,-356
Kasilof,Alaska,false,592
Katy,Texas,true,-464
Kaunakakai,Hawaii,true,-28
Kaysville,Utah,true,-577
Keaau,Hawaii,true,-215
Kealakekua,Hawaii,false,275
Keansburg,New Jersey,true,-977
Kearney,Nebraska,true,-157
Kearny,New Jersey,true,-300
Keene,New Hampshire,true,-804
Keene,New York,true,-1420
Keene Valley,New York,true,-1565
Keeseville,New York,true,-1390
Keizer,Oregon,true,-592
Keller,Texas,true,-707
Kellogg,Idaho,true,-874
Kelseyville,California,true,-475
Kemah,Texas,true,-648
Kenai,Alaska,true,-838
Kenmore,Washington,true,-16
Kennebunk,Maine,true,-1785
Kennebunkport,Maine,true,-2085
Kenner,Louisiana,false,74
Kennesaw,Georgia,true,-369
Kennett Square,Pennsylvania,true,-541
Kennewick,Washington,true,-331
Kenosha,Wisconsin,true,-737
Kensington,California,true,-1016
Kent,Connecticut,true,-1194
Kent,Washington,true,-634
Kentfield,California,true,-898
Kenwood,California,true,-1648
Kerhonkson,New York,true,-1381
Kernersville,North Carolina,true,-857
Kernville,California,true,-943
Kerrville,Texas,true,-793
Ketchikan,Alaska,true,-1069
Ketchum,Idaho,false,354
Keuka Park,New York,true,-332
Key Biscayne,Florida,false,712
Key Colony Beach,Florida,false,916
Key Largo,Florida,false,686
Keystone,Colorado,true,-60
Keystone,South Dakota,true,-115
Keystone Heights,Florida,true,-203
Key West,Florida,false,1634
Kiawah Island,South Carolina,false,894
Kihei,Hawaii,true,-100
"Kihei, Maui",Hawaii,false,173
Kilauea,Hawaii,true,-4012
Kill Devil Hills,North Carolina,true,-1007
Killeen,Texas,true,-405
Killington,Vermont,false,1127
Kimberling City,Missouri,true,-575
Kingfield,Maine,true,-306
Kingman,Arizona,true,-478
Kings Beach,California,true,-569
Kingsland,Texas,true,-1295
Kingsport,Tennessee,true,-745
Kingston,Arkansas,true,-171
Kingston,New York,true,-1368
Kingston,Oklahoma,true,-720
Kingston,Tennessee,true,-965
Kingston,Washington,true,-1016
Kingston Springs,Tennessee,true,-538
Kirkland,Washington,true,-1244
Kirkwood,California,false,1896
Kissimmee,Florida,true,-762
Kittery,Maine,true,-1592
Kitty Hawk,North Carolina,true,-675
Klamath,California,false,125
Klamath Falls,Oregon,true,-786
Knox,Indiana,true,-3341
Knoxville,Tennessee,true,-670
Kodak,Tennessee,true,-1070
Kodiak,Alaska,true,-1015
Kokomo,Indiana,true,-742
Koloa,Hawaii,true,-175
Kure Beach,North Carolina,true,-1059
Kyle,Texas,false,75
Lacey,Washington,true,-740
Lackawaxen,Pennsylvania,true,-1727
Laconia,New Hampshire,true,-907
La Conner,Washington,true,-841
La Crescenta-montrose,California,true,-1272
La Crosse,Wisconsin,true,-337
Ladson,South Carolina,true,-497
Lady Lake,Florida,false,311
Lafayette,California,true,-773
Lafayette,Colorado,true,-669
Lafayette,Indiana,true,-161
Lafayette,Louisiana,true,-172
Lafollette,Tennessee,true,-780
Lago Vista,Texas,true,-883
La Grande,Oregon,true,-370
Lagrange,Georgia,true,-1028
La Grange,Texas,true,-57
Laguna Beach,California,true,-1740
Laguna Hills,California,true,-1401
Laguna Niguel,California,true,-1428
Laguna Vista,Texas,true,-549
Lahaina,Hawaii,true,-1284
"Lahaina,",Hawaii,true,-5437
Laie,Hawaii,true,-4809
La Jolla,California,true,-1591
La Junta,Colorado,true,-324
Lake Ann,Michigan,true,-701
Lake Ariel,Pennsylvania,true,-2057
Lake Arrowhead,California,true,-1163
Lakebay,Washington,true,-894
Lake Buena Vista,Florida,false,1043
Lake Charles,Louisiana,true,-285
Lake City,Colorado,true,-1459
Lake City,Florida,true,-2204
Lake City,Michigan,false,59
Lake City,Minnesota,true,-892
Lake Elsinore,California,true,-1196
Lake Forest,California,true,-899
Lake Forest Park,Washington,true,-997
Lake Geneva,Wisconsin,true,-1894
Lake George,New York,true,-1264
Lake Hamilton,Arkansas,true,-81
Lake Hamilton Township,Arkansas,false,40
Lake Harmony,Pennsylvania,true,-1597
Lake Havasu City,Arizona,true,-344
Lakehead-lakeshore,California,true,-269
Lakehills,Texas,true,-885
Lake Isabella,California,false,286
Lake Junaluska,North Carolina,true,-71
Lakeland,Florida,true,-171
Lake Leelanau,Michigan,true,-991
Lake Lure,North Carolina,true,-1562
Lake Luzerne,New York,true,-1023
Lake Mary,Florida,false,54
Lakemont,Georgia,true,-1629
Lake Montezuma,Arizona,true,-132
Lake Oswego,Oregon,true,-512
Lake Ozark,Missouri,true,-1265
Lake Placid,Florida,true,-46
Lake Placid,New York,true,-963
Lakeport,California,false,167
Lakeside,Arizona,true,-1191
Lakeside,California,false,275
Lakeside,Michigan,true,-1820
Lakeside,Montana,true,-1219
Lakeside,Oregon,true,-2222
Lakeside Marblehead,Ohio,false,248
Lake Stevens,Washington,true,-847
Lake Toxaway,North Carolina,true,-2618
Lakeview,Arkansas,true,-46
Lakeview,Ohio,true,-683
Lakeville,Pennsylvania,true,-1449
Lake Wales,Florida,false,99
Lakeway,Texas,true,-1408
Lakewood,California,true,-331
Lakewood,Colorado,true,-604
Lakewood,Ohio,true,-423
Lakewood,Washington,true,-477
Lake Worth,Florida,true,-766
Lake Worth Beach,Florida,true,-971
Lambertville,New Jersey,true,-1350
La Mesa,California,true,-1295
Lamoine,Maine,true,-805
Lampasas,Texas,false,704
Lampe,Missouri,true,-1795
Lancaster,California,true,-284
Lancaster,Ohio,true,-1602
Lancaster,Pennsylvania,true,-665
Lander,Wyoming,true,-1352
Landers,California,true,-458
Land O' Lakes,Florida,true,-397
Landrum,South Carolina,true,-849
Lanesboro,Minnesota,true,-639
Lanesborough,Massachusetts,true,-1439
Lanesville,New York,true,-853
Langley,Washington,true,-1172
Lanham,Maryland,true,-84
Lansing,Iowa,true,-723
Lansing,Michigan,true,-330
Lansing,New York,true,-758
Lansing,North Carolina,true,-682
Lantana,Florida,true,-70
La Pine,Oregon,true,-697
La Pointe,Wisconsin,true,-578
La Porte,Indiana,true,-1238
La Porte,Texas,true,-757
La Puente,California,true,-218
La Quinta,California,false,219
Laramie,Wyoming,true,-459
Laredo,Texas,true,-421
Largo,Florida,true,-98
Larkspur,California,false,29
Larkspur,Colorado,true,-565
Las Cruces,New Mexico,true,-359
La Selva Beach,California,true,-1268
Las Vegas,Nevada,true,-175
Lauderdale-by-the-sea,Florida,false,307
Lauderdale Lakes,Florida,true,-831
Lauderhill,Florida,false,243
Laurel,Maryland,true,-484
Laurel,Mississippi,true,-712
Laurel Springs,North Carolina,true,-647
Laurelville,Ohio,true,-911
Lava Hot Springs,Idaho,true,-1177
Lavallette,New Jersey,true,-2909
La Vergne,Tennessee,false,101
La Verkin,Utah,true,-514
La Verne,California,true,-593
La Veta,Colorado,true,-575
Lavonia,Georgia,true,-1709
Lawndale,California,true,-215
Lawrence,Kansas,true,-11
Lawrenceburg,Kentucky,true,-135
Lawrence Township,New Jersey,true,-808
Lawrenceville,Georgia,true,-190
Lawton,Oklahoma,true,-453
Layton,Utah,true,-311
Lead,South Dakota,true,-1201
Leadville,Colorado,true,-266
League City,Texas,true,-267
Leakey,Texas,false,134
Leander,Texas,false,31
Leavenworth,Kansas,true,-858
Leavenworth,Washington,true,-1756
Lebanon,Missouri,true,-360
Lebanon,New Hampshire,true,-1531
Lebanon,Ohio,true,-195
Lebanon,Oregon,true,-697
Lebanon,Pennsylvania,true,-959
Lebanon,Tennessee,true,-422
Le Claire,Iowa,true,-426
Lee,Massachusetts,true,-1875
Leeds,Utah,true,-2145
Leesburg,Florida,false,180
Leesburg,Virginia,true,-749
Lee's Summit,Missouri,true,-416
Lehi,Utah,true,-360
Lehigh Acres,Florida,true,-317
Lehman Township,Pennsylvania,true,-1437
Leicester,North Carolina,true,-689
Leitchfield,Kentucky,true,-696
Leland,Michigan,true,-1230
Lemon Grove,California,true,-361
Lenexa,Kansas,true,-520
Lenoir,North Carolina,true,-1160
Lenoir City,Tennessee,true,-700
Lenox,Massachusetts,true,-804
Lewes,Delaware,true,-715
Lewisburg,Pennsylvania,false,512
Lewisburg,West Virginia,true,-636
Lewiston,Idaho,true,-615
Lewiston,Maine,true,-1531
Lewiston,Michigan,true,-871
Lewiston,New York,true,-450
Lewistown,Montana,true,-761
Lewisville,Texas,true,-788
Lexington,Kentucky,true,-1110
Lexington,Michigan,true,-949
Lexington,North Carolina,true,-891
Lexington,South Carolina,true,-266
Lexington,Virginia,true,-611
Libby,Montana,true,-155
Liberty,Missouri,true,-606
Liberty,New York,true,-231
Liberty Hill,Texas,true,-260
Liberty Lake,Washington,true,-1998
Libertyville,Illinois,true,-2025
Lighthouse Point,Florida,true,-768
Ligonier,Pennsylvania,true,-625
Lihue,Hawaii,true,-703
"Lihue, Kauai",Hawaii,false,4235
Lilburn,Georgia,true,-358
Lilliwaup,Washington,true,-1056
Lima,Ohio,true,-312
Limerick,Maine,false,339
Lincoln,California,true,-9
Lincoln,Nebraska,true,-456
Lincoln,New Hampshire,true,-707
Lincoln Beach,Oregon,true,-815
Lincoln City,Oregon,true,-1401
Lincolnville,Maine,true,-1729
Lindale,Texas,true,-407
Linden,New Jersey,true,-509
Linden,Virginia,true,-1390
Lindon,Utah,true,-957
Litchfield,Connecticut,true,-1427
Litchfield Park,Arizona,true,-985
Lithonia,Georgia,true,-128
Lititz,Pennsylvania,true,-296
Little Compton,Rhode Island,true,-1916
Little Egg Harbor Township,New Jersey,true,-1074
Little Elm,Texas,true,-1364
Little River,California,true,-562
Little River,South Carolina,true,-494
Little Rock,Arkansas,true,-500
Littleton,Colorado,true,-915
Littleton,New Hampshire,true,-836
Littleton,North Carolina,true,-985
Live Oak,Florida,true,-399
Livermore,California,true,-2254
Livingston,Montana,true,-1830
Livingston,Texas,true,-748
Livingston Manor,New York,true,-1012
Livonia,Michigan,true,-543
Llano,Texas,true,-348
Lockhart,Texas,true,-421
Lock Haven,Pennsylvania,true,-12
Lodi,California,true,-1062
Lodi,New York,true,-1194
Logan,Ohio,true,-1088
Logan,Utah,true,-30
Loganville,Georgia,true,-408
Loma Linda,California,true,-1489
Lombard,Illinois,true,-1072
Lompoc,California,true,-1953
London,Kentucky,true,-449
Londonderry,Vermont,true,-63
Lone Pine,California,false,106
Long Barn,California,true,-218
Long Beach,California,true,-761
Long Beach,Mississippi,true,-640
Long Beach,New Jersey,true,-5238
Long Beach,New York,true,-1180
Long Beach,Washington,true,-937
Long Beach Township,New Jersey,true,-2031
Longboat Key,Florida,false,1342
Long Branch,New Jersey,true,-600
Longmont,Colorado,true,-631
Long Pond,Pennsylvania,true,-1616
Longs,South Carolina,true,-1045
Longview,Texas,true,-616
Longview,Washington,true,-886
Longwood,Florida,true,-569
Lookout Mountain,Georgia,true,-759
Loomis,California,true,-1927
Lopez Island,Washington,true,-735
Lorain,Ohio,true,-452
Lorena,Texas,true,-732
Lorton,Virginia,true,-426
Los Alamos,California,true,-755
Los Altos,California,true,-1095
Los Altos Hills,California,true,-487
Los Angeles,California,true,-1206
Los Angeles County,California,true,-215
Los Cerrillos,New Mexico,true,-530
Los Gatos,California,true,-565
Los Lunas,New Mexico,true,-81
Los Ranchos De Albuquerque,New Mexico,true,-1158
Lost City,West Virginia,true,-1270
Loudon,Tennessee,true,-1303
Loudonville,Ohio,true,-997
Louisa,Virginia,true,-504
Louisville,Colorado,true,-935
Louisville,Kentucky,false,142
Louisville,Tennessee,true,-1212
Loveland,Colorado,true,-1007
Loveland,Ohio,true,-797
Lovettsville,Virginia,true,-753
Lowell,Arkansas,false,89
Lowell,Massachusetts,true,-433
Lower Township,New Jersey,true,-1380
Loxahatchee,Florida,true,-88
Lubbock,Texas,true,-456
Lubec,Maine,true,-603
Ludington,Michigan,true,-990
Ludlow,Kentucky,true,-353
Ludlow,Vermont,false,768
Lufkin,Texas,true,-429
Lummi Island,Washington,true,-417
Luray,Virginia,true,-1198
Lusby,Maryland,true,-643
Lutsen,Minnesota,true,-2363
Lutz,Florida,true,-431
Lynchburg,Virginia,true,-383
Lynden,Washington,true,-578
Lyndhurst,Virginia,true,-1149
Lyndon,Vermont,true,-2711
Lynn,Massachusetts,true,-961
Lynn Haven,Florida,true,-1065
Lynnwood,Washington,true,-1179
Lyons,Colorado,true,-398
Maalaea,Hawaii,true,-1378
Mabank,Texas,true,-365
Mableton,Georgia,false,281
Macon,Georgia,true,-239
Macon,North Carolina,true,-864
Madeira Beach,Florida,false,943
Madera,California,true,-120
Madison,Alabama,true,-649
Madison,Connecticut,true,-1596
Madison,Indiana,true,-171
Madison,New Hampshire,true,-1386
Madison,Ohio,true,-1057
Madison,Virginia,true,-2262
Madison,Wisconsin,true,-598
Madison Heights,Michigan,true,-875
Madisonville,Kentucky,false,437
Maggie Valley,North Carolina,true,-1029
Magnolia,Texas,true,-816
Maineville,Ohio,true,-923
Maitland,Florida,true,-531
Malakoff,Texas,true,-1099
Malden,Massachusetts,true,-901
Malibu,California,true,-8660
Malone,New York,false,481
Mamaroneck,New York,true,-1356
Mammoth Cave,Kentucky,true,-991
Mammoth Lakes,California,false,94
Manasquan,New Jersey,true,-497
Manassas,Virginia,true,-223
Mancelona,Michigan,true,-880
Manchaca,Texas,true,-831
Manchester,California,true,-2694
Manchester,Connecticut,true,-1
Manchester,New Hampshire,true,-763
Manchester,Tennessee,true,-993
Manchester,Vermont,true,-1107
Mancos,Colorado,true,-868
Mandeville,Louisiana,true,-369
Manhattan,Kansas,true,-618
Manhattan,Montana,true,-330
Manhattan Beach,California,true,-1460
Manheim,Pennsylvania,true,-560
Manistee,Michigan,true,-414
Manistique,Michigan,true,-1925
Manitou Beach-devils Lake,Michigan,true,-380
Manitou Springs,Colorado,true,-1290
Manitowish Waters,Wisconsin,false,604
Manitowoc,Wisconsin,true,-763
Mankato,Minnesota,true,-820
Manor,Texas,true,-423
Mansfield,Ohio,true,-290
Mansfield,Texas,true,-836
Manson,Washington,true,-2401
Manteca,California,true,-387
Manteo,North Carolina,true,-1370
Many,Louisiana,true,-694
Manzanita,Oregon,true,-863
Maple City,Michigan,true,-1595
Maple Valley,Washington,true,-407
Marana,Arizona,true,-408
Marathon,Florida,false,911
Marathon,Texas,true,-221
Marble,North Carolina,true,-906
Marble Falls,Texas,true,-390
Marblehead,Massachusetts,true,-2164
Marco Island,Florida,false,1586
Marfa,Texas,true,-936
Margaretville,New York,true,-1134
Margate,Florida,true,-367
Margate City,New Jersey,true,-1435
Maricopa,Arizona,true,-248
Marietta,Georgia,true,-468
Marietta,New York,true,-1698
Marietta,Ohio,true,-379
Marina,California,false,534
Marina Del Rey,California,true,-1219
Marion,Illinois,true,-147
Marion,Indiana,false,255
Marion,Iowa,true,-777
Marion,North Carolina,true,-1120
Marion,Texas,true,-492
Mariposa,California,true,-969
Markleeville,California,true,-955
Marlinton,West Virginia,true,-270
Marquette,Michigan,true,-959
Marshall,Arkansas,true,-348
Marshall,California,true,-571
Marshall,Michigan,true,-695
Marshall,North Carolina,true,-1471
Marshfield,Massachusetts,true,-1245
Marshfield,Wisconsin,true,-690
Mars Hill,North Carolina,true,-1365
Martin,Georgia,true,-863
Martin,Tennessee,true,-49
Martin City,Montana,true,-1290
Martindale,Texas,true,-1554
Martinez,California,true,-284
Martinez,Georgia,false,1293
Martinsburg,West Virginia,true,-766
Martinsville,Virginia,true,-419
Mary Esther,Florida,false,330
Marysville,California,true,-1179
Marysville,Washington,true,-1117
Maryville,Missouri,false,23
Maryville,Tennessee,true,-326
Mashpee,Massachusetts,true,-2303
Mason,Ohio,true,-349
Mason,Texas,true,-418
Massanutten,Virginia,true,-829
Massillon,Ohio,true,-766
Mastic Beach,New York,true,-1184
Matagorda,Texas,true,-453
Mathias,West Virginia,true,-569
Matlacha,Florida,true,-957
Mattawa,Washington,true,-1388
Matthews,North Carolina,true,-536
Mattituck,New York,true,-2623
Maunaloa,Hawaii,true,-147
Mauston,Wisconsin,true,-938
Mayfield,New York,true,-2675
Maysville,Kentucky,true,-419
Mayville,New York,true,-673
Mazama,Washington,false,110
Mcalester,Oklahoma,true,-483
Mcallen,Texas,true,-324
Mcarthur,Ohio,true,-1653
Mccall,Idaho,true,-1169
Mccaysville,Georgia,true,-1235
Mccloud,California,false,61
Mccurtain County,Oklahoma,true,-1068
Mcdonough,Georgia,true,-197
Mcgaheysville,Virginia,true,-848
Mchenry,Maryland,true,-2587
Mckee,Kentucky,true,-327
Mckenzie Bridge,Oregon,true,-1078
Mckinleyville,California,true,-584
Mckinney,Texas,true,-769
Mclean,Virginia,true,-1842
Mcminnville,Oregon,true,-1562
Mcminnville,Tennessee,true,-507
Mcqueeney,Texas,true,-1559
Mead,Oklahoma,true,-96
Meadows Of Dan,Virginia,true,-1276
Meadview,Arizona,true,-387
Mears,Michigan,true,-573
Mechanicsburg,Pennsylvania,true,-619
Medford,Massachusetts,true,-932
Medford,Oregon,true,-1056
Media,Pennsylvania,true,-25
Medicine Park,Oklahoma,true,-470
Medina,Ohio,true,-707
Meeker,Colorado,true,-622
Melbourne,Florida,true,-267
Melbourne Beach,Florida,false,338
Melrose,Florida,false,1023
Melrose,Massachusetts,true,-623
Memphis,Tennessee,true,-639
Mena,Arkansas,true,-95
Menasha,Wisconsin,true,-1269
Mendocino,California,true,-421
Mendon,Vermont,true,-484
Menifee,California,false,274
Menlo Park,California,true,-416
Mentone,Alabama,true,-972
Merced,California,true,-238
Mercer Island,Washington,true,-2044
Mercersburg,Pennsylvania,true,-722
Meredith,New Hampshire,true,-1506
Meridian,Idaho,true,-739
Merrillan,Wisconsin,true,-1208
Merritt Island,Florida,true,-400
Mesa,Arizona,true,-113
Mesa,Colorado,false,365
Mesquite,Nevada,false,39
Mesquite,Texas,true,-1465
Metairie,Louisiana,true,-700
Mexico Beach,Florida,true,-18
Miami,Florida,true,-6172
Miami Beach,Florida,true,-243
Miami Gardens,Florida,false,226
Miami Springs,Florida,false,381
Micanopy,Florida,true,-239
Michigan City,Indiana,true,-1570
Middleburg,Florida,true,-408
Middleburg,Virginia,true,-2291
Middlebury,Indiana,true,-1050
Middlebury,Vermont,false,387
Middle Grove,New York,false,1770
Middletown,California,false,461
Middletown,Connecticut,true,-787
Middletown,New York,true,-193
Middletown,Ohio,true,-567
Middletown,Rhode Island,true,-2290
Middle Township,New Jersey,true,-1504
Midland,Michigan,true,-1096
Midland,Texas,true,-419
Midlothian,Virginia,true,-1035
Midpines,California,true,-444
Midvale,Utah,true,-7939
Midway,Georgia,true,-1021
Midway,Kentucky,true,-1437
Midway,Utah,true,-768
Midway City,California,true,-365
Midwest City,Oklahoma,true,-374
Milbridge,Maine,true,-1009
Miles City,Montana,true,-713
Milford,Connecticut,true,-1103
Milford,Delaware,true,-36
Milford,New York,true,-506
Millbrae,California,true,-413
Millcreek,Utah,true,-254
Milledgeville,Georgia,true,-441
Millersburg,Ohio,true,-1026
Millerton,New York,true,-1231
Millinocket,Maine,true,-956
Millsboro,Delaware,true,-21
Mill Spring,North Carolina,true,-1472
Mills River,North Carolina,true,-799
Mill Valley,California,true,-675
Millville,Delaware,true,-816
Milpitas,California,true,-1243
Milroy,Pennsylvania,true,-54
Milton,Delaware,true,-879
Milton,Florida,true,-637
Milwaukee,Wisconsin,true,-764
Milwaukie,Oregon,true,-972
Mineola,Texas,true,-282
Mineral,California,true,-593
Mineral,Virginia,true,-385
Mineral Bluff,Georgia,true,-1508
Mineral Point,Wisconsin,true,-304
Mineral Wells,Texas,true,-201
Minneapolis,Minnesota,true,-754
Minocqua,Wisconsin,true,-1401
Minot,North Dakota,true,-125
Minturn,Colorado,false,1159
Miramar,Florida,true,-484
Miramar Beach,Florida,false,111
Miramonte,California,true,-741
Miranda,California,true,-138
Mishawaka,Indiana,true,-1403
Mission,Kansas,true,-904
Mission,Texas,true,-373
Mission Viejo,California,true,-972
Missoula,Montana,true,-804
Missouri City,Texas,true,-822
Mitchell,South Dakota,true,-645
Mi-wuk Village,California,true,-341
Moab,Utah,true,-454
Mobile,Alabama,true,-353
Moclips,Washington,true,-1312
Modesto,California,true,-492
Mohave Valley,Arizona,true,-225
Moline,Illinois,true,-522
Moneta,Virginia,true,-1314
Monona,Wisconsin,true,-1674
Monroe,Louisiana,true,-494
Monroe,Michigan,true,-885
Monroe,New York,true,-2104
Monroe,Utah,true,-799
Monroe,Washington,true,-216
Monroe,Wisconsin,true,-550
Monrovia,California,true,-865
Montague,Michigan,true,-604
Montara,California,true,-436
Montauk,New York,true,-4003
Montclair,New Jersey,true,-659
Monteagle,Tennessee,true,-957
Montebello,California,true,-721
Montecito,California,true,-3226
Monterey,California,true,-1143
Monterey,Massachusetts,true,-1670
Monterey Park,California,false,68
Monte Rio,California,true,-540
Montgomery,Alabama,true,-365
Montgomery,New York,true,-1289
Montgomery,Texas,true,-1021
Montgomery,Vermont,false,550
Monticello,Florida,true,-567
Monticello,Indiana,true,-1228
Monticello,Kentucky,true,-905
Monticello,New York,true,-1360
Monticello,Utah,true,-184
Montour Falls,New York,true,-1064
Montpelier,Vermont,true,-168
Montrose,Colorado,true,-885
Montross,Virginia,true,-1648
Monument,Colorado,true,-702
Moore,Oklahoma,true,-451
Moorefield,West Virginia,false,21
Mooresville,North Carolina,true,-1210
Moorhead,Minnesota,true,-936
Moravian Falls,North Carolina,true,-420
Morehead,Kentucky,true,-587
Morehead City,North Carolina,true,-714
Moreno Valley,California,true,-237
Moretown,Vermont,true,-603
Morgan Hill,California,true,-1873
Morganton,Georgia,true,-1236
Morganton,North Carolina,true,-542
Morgantown,Indiana,false,105
Morgantown,West Virginia,true,-788
Morongo Valley,California,true,-316
Morrilton,Arkansas,true,-351
Morrison,Colorado,true,-1314
Morriston,Florida,true,-328
Morristown,Vermont,true,-168
Morrisville,North Carolina,true,-160
Morro Bay,California,true,-684
Moscow,Idaho,true,-349
Moses Lake,Washington,true,-1196
Mosier,Oregon,true,-823
Moss Beach,California,true,-21
Moss Landing,California,true,-354
Moss Point,Mississippi,true,-149
Moultonborough,New Hampshire,false,1455
Mountain,Wisconsin,true,-709
Mountain City,Tennessee,true,-1040
Mountain Home,Arkansas,true,-397
Mountain Rest,South Carolina,true,-712
Mountain View,Arkansas,true,-293
Mountain View,California,true,-1212
Mountain View,Hawaii,true,-540
Mountain Village,Colorado,false,11829
Mount Airy,North Carolina,true,-603
Mount Clemens,Michigan,true,-866
Mount Desert,Maine,true,-1501
Mount Dora,Florida,true,-109
Mount Holly,North Carolina,true,-604
Mount Holly,Vermont,true,-179
Mount Hood Village,Oregon,true,-586
Mount Horeb,Wisconsin,true,-501
Mount Ida,Arkansas,true,-47
Mount Jackson,Virginia,true,-693
Mount Joy,Pennsylvania,true,-1701
Mount Lemmon,Arizona,true,-831
Mount Nebo,West Virginia,true,-895
Mount Pleasant,South Carolina,true,-534
Mount Pleasant,Utah,true,-409
Mount Pocono,Pennsylvania,true,-1145
Mount Shasta,California,true,-582
Mount Tremper,New York,true,-969
Mount Vernon,New York,true,-245
Mount Vernon,Ohio,true,-333
Mount Vernon,Texas,false,863
Mount Vernon,Washington,true,-479
Mouth Of Wilson,Virginia,true,-873
Mt. Crested Butte,Colorado,true,-242
Mt. Juliet,Tennessee,true,-819
Muncie,Indiana,true,-1213
Munds Park,Arizona,true,-1075
Munising,Michigan,true,-988
Murfreesboro,Arkansas,true,-61
Murfreesboro,Tennessee,true,-728
Murphy,North Carolina,true,-796
Murphys,California,true,-716
