city_name,state,is_saturated,difference
Dallas,Georgia,false,13016
Dallas,Texas,true,-877
Dalton,Georgia,true,-627
Daly City,California,true,-457
Damariscotta,Maine,true,-1309
Damascus,Virginia,true,-873
Dana Point,California,true,-1701
Danbury,Connecticut,true,-666
Danbury,Wisconsin,true,-417
Dandridge,Tennessee,true,-1343
Dania Beach,Florida,true,-882
Danville,Kentucky,true,-609
Danville,Virginia,true,-478
Daphne,Alabama,true,-378
Darby,Montana,true,-367
Dardanelle,Arkansas,true,-112
Darien,Georgia,false,1147
Dartmouth,Massachusetts,true,-1388
Daufuskie Island,South Carolina,true,-1985
Dauphin Island,Alabama,false,244
Davenport,Florida,true,-711
Davenport,Iowa,true,-399
Davidson,North Carolina,true,-428
Davie,Florida,true,-845
Davis,California,false,161
Davis,Oklahoma,true,-53
Davis,West Virginia,true,-123
Dawsonville,Georgia,true,-1398
Dayton,Ohio,true,-373
Dayton,Tennessee,true,-994
Dayton,Virginia,true,-664
Daytona Beach,Florida,false,845
Daytona Beach Shores,Florida,false,548
Deadwood,South Dakota,true,-1006
Deale,Maryland,true,-2683
Dearborn,Michigan,true,-619
Dearborn Heights,Michigan,true,-864
Decatur,Alabama,true,-285
Decatur,Georgia,true,-181
Decatur,Illinois,true,-614
Decorah,Iowa,true,-376
Deep Gap,North Carolina,true,-576
Deerfield Beach,Florida,true,-411
Deer Isle,Maine,true,-1082
Deerwood,Minnesota,true,-1240
Deland,Florida,true,-46
Delavan,Wisconsin,true,-1467
Delaware,Ohio,true,-562
Delhi,New York,true,-461
Del Mar,California,true,-1108
Del Monte Forest,California,true,-5128
Del Norte,Colorado,true,-51
Delray Beach,Florida,false,668
Del Rey Oaks,California,true,-216
Del Rio,Texas,true,-133
Delta,Colorado,true,-625
Deltaville,Virginia,true,-954
Delton,Michigan,false,133
Deltona,Florida,true,-25
Del Valle,Texas,true,-55
Deming,New Mexico,true,-545
Deming,Washington,true,-1043
Demorest,Georgia,true,-812
Denison,Texas,true,-1005
Denmark,Maine,true,-1515
Dennis,Massachusetts,true,-1047
Denton,Texas,true,-322
Denton Township,Michigan,true,-523
Denver,Colorado,true,-1007
Denver,North Carolina,true,-1503
De Pere,Wisconsin,true,-1508
Depoe Bay,Oregon,true,-1310
Deridder,Louisiana,true,-336
Derry,New Hampshire,true,-1248
Desert Hot Springs,California,false,399
Des Moines,Iowa,true,-305
Des Moines,Washington,true,-320
Des Plaines,Illinois,true,-628
Destin,Florida,true,-192
Detroit,Michigan,true,-461
Detroit Lakes,Minnesota,true,-1126
Devils Lake,North Dakota,true,-233
Dewey Beach,Delaware,true,-657
Dickinson,Texas,false,339
Dickson,Tennessee,true,-560
Dillard,Georgia,true,-1510
Dillon,Colorado,false,174
Dillon,Montana,true,-716
Dillon Beach,California,true,-1914
Discovery Bay,California,true,-497
Divide,Colorado,true,-1092
Dodge City,Kansas,true,-111
Dolores,Colorado,true,-928
Donalsonville,Georgia,true,-97
Donnelly,Idaho,true,-1796
Doral,Florida,true,-868
Doraville,Georgia,true,-934
Dorset,Vermont,true,-1544
Dothan,Alabama,true,-363
Douglas,Michigan,true,-1965
Douglasville,Georgia,true,-944
Dover,Delaware,true,-105
Dover,Idaho,true,-1164
Dover,New Hampshire,true,-1166
Dover,Ohio,true,-965
Dover,Tennessee,true,-856
Dover,Vermont,false,646
Dover-foxcroft,Maine,true,-701
Dowagiac,Michigan,false,392
Downey,California,true,-705
Downsville,New York,true,-811
Doylestown,Pennsylvania,true,-647
Drake,Colorado,true,-310
Draper,Utah,true,-336
Draper,Virginia,true,-242
Driftwood,Texas,true,-589
Driggs,Idaho,true,-891
Dripping Springs,Texas,true,-591
Drummond,Michigan,true,-909
Dry Ridge,Kentucky,true,-903
Dublin,California,true,-311
Dublin,Ohio,true,-1224
Dublin,Virginia,true,-760
Dubois,Wyoming,true,-839
Dubuque,Iowa,true,-650
Duck,North Carolina,true,-1398
Duck Creek Village,Utah,true,-1489
Duck Key,Florida,false,281
Duluth,Georgia,true,-464
Duluth,Minnesota,true,-1270
Duncan,Oklahoma,true,-779
Duncan,South Carolina,true,-959
Duncanville,Texas,true,-471
Dundee,New York,true,-1375
Dundee,Ohio,true,-660
Dundee,Oregon,true,-1586
Dunedin,Florida,false,517
Dunkirk,New York,true,-687
Dunlap,California,true,-346
Dunlap,Tennessee,true,-120
Dunmore,West Virginia,false,252
Dunnellon,Florida,true,-261
Dunsmuir,California,true,-277
Dunwoody,Georgia,true,-538
Durango,Colorado,true,-439
Durant,Oklahoma,true,-682
Durham,North Carolina,true,-616
Eagar,Arizona,true,-212
Eagle,Colorado,false,62
Eagle,Idaho,true,-295
Eagle Mountain,Utah,true,-302
Eagle Nest,New Mexico,true,-361
Eagle Pass,Texas,true,-468
Eagle River,Wisconsin,true,-492
Eagle Rock,Missouri,true,-861
Easley,South Carolina,true,-586
East Aurora,New York,true,-750
East Greenwich,Rhode Island,true,-1575
East Haddam,Connecticut,true,-1597
Eastham,Massachusetts,true,-294
East Hampton,Connecticut,true,-241
East Hampton,New York,true,-3770
East Haven,Connecticut,true,-1332
East Jordan,Michigan,true,-1246
East Lansing,Michigan,false,41
East Los Angeles,California,true,-552
East Lyme,Connecticut,true,-1114
East Marion,New York,true,-4568
Easton,Maryland,false,246
Easton,Pennsylvania,true,-202
Easton,Washington,false,558
East Orange,New Jersey,false,71
East Palo Alto,California,true,-1029
East Peoria,Illinois,true,-487
Eastpoint,Florida,true,-538
East Point,Georgia,true,-483
Eastport,Maine,true,-973
East Providence,Rhode Island,true,-678
East Quogue,New York,true,-2584
Eastsound,Washington,true,-1534
East Stroudsburg,Pennsylvania,true,-1137
East Tawas,Michigan,true,-853
Eastvale,California,true,-342
East Wenatchee,Washington,true,-1104
Eatonton,Georgia,true,-880
Eatonville,Washington,true,-578
Eau Claire,Wisconsin,true,-715
Eclectic,Alabama,false,211
Eddyville,Kentucky,true,-388
Eden,Utah,false,414
Edenton,North Carolina,true,-342
Edgartown,Massachusetts,true,-3023
Edgecomb,Maine,true,-1200
Edgemont,Arkansas,true,-940
Edgerton,Wisconsin,true,-969
Edgewater,Colorado,true,-799
Edgewater,Florida,true,-382
Edgewater,Maryland,true,-1153
Edinboro,Pennsylvania,true,-546
Edinburg,Texas,true,-300
Edisto Island,South Carolina,true,-119
Edmond,Oklahoma,true,-727
Edmonds,Washington,true,-790
Edwards,Colorado,true,-1209
Egg Harbor,Wisconsin,true,-1186
Egremont,Massachusetts,true,-1628
Elberta,Alabama,true,-1007
El Cajon,California,true,-1130
El Centro,California,true,-719
El Cerrito,California,true,-624
Elephant Butte,New Mexico,true,-836
Elgin,Texas,true,-1380
Elizabeth,New Jersey,true,-521
Elizabeth City,North Carolina,true,-815
Elizabethton,Tennessee,true,-427
Elizabethtown,Kentucky,true,-406
Elizabethtown,New York,true,-826
Elizabethtown,North Carolina,true,-704
Elizabethtown,Pennsylvania,false,155
Elka Park,New York,true,-1673
Elk Grove,California,true,-509
Elkhart,Indiana,true,-244
Elkhart Lake,Wisconsin,true,-1145
Elkhorn,Wisconsin,true,-4340
Elkin,North Carolina,true,-464
Elkins,West Virginia,true,-673
Elk Park,North Carolina,true,-1297
Elk Rapids,Michigan,true,-640
Elkton,Maryland,true,-1358
Elkton,Virginia,true,-1508
Ellensburg,Washington,false,13
Ellenville,New York,true,-624
Ellenwood,Georgia,true,-195
Ellicottville,New York,true,-162
Ellijay,Georgia,true,-1279
Ellison Bay,Wisconsin,true,-1706
Ellsworth,Maine,true,-673
Elmira,Michigan,true,-1383
Elmira,New York,true,-637
Elmont,New York,true,-149
El Monte,California,true,-445
El Paso,Texas,true,-538
El Portal,Florida,false,309
El Prado,New Mexico,true,-335
El Segundo,California,true,-1027
Ely,Minnesota,true,-748
Emerald Isle,North Carolina,true,-1212
Emeryville,California,true,-1389
Emigrant,Montana,true,-1355
Eminence,Missouri,true,-442
Empire,Michigan,true,-617
Emporia,Kansas,true,-1005
Encinitas,California,true,-2058
Englewood,Colorado,true,-1192
Englewood,Florida,false,324
Englewood,New Jersey,true,-1035
Enid,Oklahoma,true,-438
Ennis,Montana,true,-525
Enterprise,Alabama,true,-328
Enterprise,Oregon,true,-1015
Enumclaw,Washington,true,-196
Ephraim,Wisconsin,true,-963
Ephrata,Pennsylvania,true,-402
Epworth,Georgia,true,-1882
Erie,Colorado,true,-881
Erie,Pennsylvania,true,-627
Erwin,Tennessee,true,-537
Escalante,Utah,false,105
Escanaba,Michigan,true,-542
Escondido,California,true,-445
Essex,Connecticut,true,-1085
Essex,Montana,true,-674
Essex,Vermont,true,-1056
Estes Park,Colorado,true,-1530
Eucha,Oklahoma,true,-1163
Euclid,Ohio,true,-340
Eufaula,Alabama,false,59
Eufaula,Oklahoma,true,-752
Eugene,Oregon,true,-345
Euless,Texas,true,-277
Eureka,California,true,-161
Eureka,Montana,true,-1517
Eureka Springs,Arkansas,true,-355
Eustis,Florida,true,-233
Eustis,Maine,false,728
Evans,Georgia,false,4808
Evanston,Illinois,true,-284
Evansville,Indiana,true,-681
Everett,Massachusetts,true,-1035
Everett,Washington,true,-562
Evergreen,Colorado,true,-1046
Ewa Beach,Hawaii,true,-989
Excelsior,Minnesota,true,-3027
Excelsior Springs,Missouri,true,-1093
Exeter,California,true,-402
Fairbanks,Alaska,true,-401
Fairborn,Ohio,true,-496
Fairburn,Georgia,true,-273
Fairfax,California,true,-595
Fairfax,Virginia,true,-608
Fairfield,California,true,-1458
Fairfield,Connecticut,true,-674
Fairfield,Iowa,true,-284
Fairfield,Pennsylvania,true,-670
Fairfield Bay,Arkansas,true,-84
Fairhaven,Massachusetts,true,-1024
Fairhope,Alabama,false,324
Fairlee,Vermont,true,-1221
Fair Oaks,California,true,-302
Fairplay,Colorado,true,-1155
Fair Play,South Carolina,true,-1064
Fairport,New York,true,-1548
Fairport Harbor,Ohio,true,-575
Fairview,North Carolina,true,-1804
Fallbrook,California,true,-1057
Falls Church,Virginia,true,-331
Falmouth,Maine,true,-602
Falmouth,Massachusetts,true,-1668
Fancy Gap,Virginia,true,-440
Fannin County,Georgia,true,-2344
Fargo,North Dakota,true,-601
Faribault,Minnesota,true,-501
Farmers Branch,Texas,true,-737
Farmington,New Mexico,true,-590
Farmington,Pennsylvania,true,-752
Farmington,Utah,true,-720
Farmington Hills,Michigan,true,-789
Farmville,Virginia,true,-529
Fawnskin,California,true,-1044
Fayetteville,Arkansas,true,-574
Fayetteville,Georgia,true,-693
Fayetteville,North Carolina,true,-506
Fayetteville,Tennessee,true,-287
Fayetteville,Texas,true,-277
Fayetteville,West Virginia,true,-1200
Federal Way,Washington,true,-1056
Felton,California,true,-498
Fennville,Michigan,true,-1548
Fenton,Michigan,true,-903
Fenwick Island,Delaware,true,-189
Fergus Falls,Minnesota,true,-1006
Ferguson,North Carolina,true,-420
Fernandina Beach,Florida,false,1
Ferndale,California,true,-1595
Ferndale,Michigan,true,-392
Ferndale,Washington,true,-1247
Ferryville,Wisconsin,true,-762
Fife Lake,Michigan,true,-1392
Findlay,Ohio,true,-536
Fischer,Texas,true,-510
Fish Camp,California,false,547
Fish Creek,Wisconsin,true,-712
Fishers,Indiana,true,-262
Fish Haven,Idaho,true,-3866
Fitzgerald,Georgia,true,-538
Flagler Beach,Florida,true,-4277
Flagstaff,Arizona,true,-754
Flat Rock,North Carolina,true,-915
Fleetwood,North Carolina,true,-1130
Fleischmanns,New York,true,-355
Fletcher,North Carolina,true,-1287
Flint,Michigan,true,-559
Flint,Texas,true,-474
Flippin,Arkansas,true,-645
Floral City,Florida,true,-200
Florence,Alabama,true,-596
Florence,Arizona,false,296
Florence,Oregon,true,-893
Florence,South Carolina,true,-256
Florissant,Colorado,true,-970
Florissant,Missouri,true,-213
Flower Mound,Texas,true,-983
Flowery Branch,Georgia,false,644
Floyd,Virginia,true,-795
Foley,Alabama,true,-235
Folly Beach,South Carolina,true,-1069
Folsom,California,true,-1312
Folsom,Louisiana,true,-665
Fond Du Lac,Wisconsin,true,-2057
Fontana,California,true,-1055
Fontana-on-geneva Lake,Wisconsin,true,-3006
Forest,Virginia,true,-219
Forest City,North Carolina,true,-359
Foresthill,California,true,-422
Forest Park,Georgia,true,-192
Forest Park,Illinois,true,-684
Forestport,New York,true,-850
Forestville,California,true,-1130
Forks,Washington,true,-767
Forsyth,Missouri,true,-805
Fort Ann,New York,true,-3298
Fort Atkinson,Wisconsin,true,-915
Fort Bragg,California,true,-145
Fort Collins,Colorado,true,-1075
Fort Davis,Texas,true,-5
Fort Lauderdale,Florida,true,-215
Fort Mccoy,Florida,true,-236
Fort Mill,South Carolina,true,-226
Fort Mohave,Arizona,true,-469
Fort Myers,Florida,true,-45
Fort Myers Beach,Florida,true,-301
Fort Payne,Alabama,true,-359
Fort Pierce,Florida,false,466
Fort Smith,Arkansas,true,-412
Fortuna,California,true,-754
Fort Valley,Virginia,true,-826
Fort Walton Beach,Florida,false,658
Fort Washington,Maryland,false,144
Fort Wayne,Indiana,true,-602
Fort White,Florida,true,-247
Fort Worth,Texas,true,-541
Foster City,California,true,-1580
Fountain Hills,Arizona,false,142
Fountain Inn,South Carolina,true,-489
Fountain Valley,California,true,-3222
Four Corners,Florida,true,-1274
Fox Island,Washington,true,-883
Fox Lake,Illinois,true,-2436
Framingham,Massachusetts,true,-698
Franconia,New Hampshire,true,-1381
Frankenmuth,Michigan,true,-1503
Frankford,Delaware,true,-169
Frankfort,Kentucky,true,-20
Frankfort,Michigan,true,-2084
Franklin,North Carolina,true,-986
Franklin,Tennessee,true,-1074
Franklin Township,New Jersey,true,-137
Frankston,Texas,true,-816
Fraser,Colorado,false,5
Frazier Park,California,true,-708
Frederica,Delaware,true,-392
Frederick,Maryland,true,-470
Fredericksburg,Texas,true,-593
Fredericksburg,Virginia,true,-668
Fredonia,New York,true,-636
Freedom,New Hampshire,true,-804
Freeland,Washington,true,-1327
Freeport,Florida,true,-791
Freeport,Maine,true,-1635
Freeport,Texas,true,-1120
Fremont,California,true,-813
Fremont,Wisconsin,false,183
French Lick,Indiana,true,-434
Fresno,California,true,-430
Friday Harbor,Washington,true,-1709
Friendship,Wisconsin,true,-922
Friendswood,Texas,false,454
Fripp Island,South Carolina,true,-1038
Frisco,Colorado,true,-733
Frisco,North Carolina,true,-1007
Frisco,Texas,true,-729
Front Royal,Virginia,true,-562
Fruita,Colorado,true,-669
Fryeburg,Maine,true,-640
Fullerton,California,true,-1498
Fulton,Texas,true,-395
Fuquay-varina,North Carolina,true,-523
Gadsden,Alabama,true,-1312
Gaines,Pennsylvania,true,-550
Gainesville,Florida,true,-493
Gainesville,Georgia,true,-966
Gainesville,Texas,true,-464
Gaithersburg,Maryland,true,-159
Galax,Virginia,true,-539
Galena,Illinois,true,-2040
Gallatin,Tennessee,true,-1282
Gallatin Gateway,Montana,false,538
Galloway,New Jersey,false,366
Galveston,Texas,true,-936
Gambier,Ohio,true,-5
Gansevoort,New York,false,633
Gap,Pennsylvania,true,-30
Garden,Michigan,true,-1302
Gardena,California,true,-259
Garden City,Idaho,true,-1378
Garden City,South Carolina,true,-270
Garden City,Utah,true,-2120
Garden City Beach,South Carolina,false,1037
Garden Grove,California,true,-849
Garden Valley,Idaho,true,-498
Gardiner,Montana,true,-317
Gardiner,New York,true,-776
Garfield,Arkansas,true,-603
Garland,Texas,true,-883
Garland County,Arkansas,false,327
Garner,North Carolina,true,-449
Gary,Indiana,true,-1238
Gastonia,North Carolina,true,-697
Gatlinburg,Tennessee,true,-1989
Gaylord,Michigan,true,-879
Gearhart,Oregon,true,-854
Geneseo,New York,true,-1433
Geneva,Illinois,true,-728
Geneva,New York,true,-1445
Geneva,Ohio,true,-836
Georgetown,Colorado,true,-318
Georgetown,Kentucky,true,-654
Georgetown,South Carolina,false,528
Georgetown,Texas,true,-452
Germantown,Maryland,false,23
Germantown,New York,true,-1916
Gerton,North Carolina,true,-1288
Gettysburg,Pennsylvania,true,-890
Geyserville,California,false,34
Ghent,New York,true,-1164
Ghent,West Virginia,true,-10
Gig Harbor,Washington,true,-1155
Gilbert,Arizona,true,-451
Gilbertsville,Kentucky,true,-612
Gilboa,New York,true,-968
Gilford,New Hampshire,true,-1443
Gillette,Wyoming,true,-343
Gilmanton,New Hampshire,true,-529
Gilroy,California,true,-387
Girdwood,Alaska,false,1356
Glacier,Washington,true,-1095
Gladwin,Michigan,true,-1288
Glasgow,Kentucky,true,-438
Glastonbury,Connecticut,true,-642
Glen Arbor,Michigan,true,-1014
Glenbrook,Nevada,true,-3462
Glen Burnie,Maryland,true,-435
Glendale,Arizona,true,-638
Glendale,California,true,-1287
Glendale,Utah,false,11
Glendora,California,true,-894
Gleneden Beach,Oregon,true,-944
Glen Ellen,California,true,-1312
Glen Rose,Texas,true,-244
Glens Falls,New York,true,-603
Glen Spey,New York,true,-386
Glenville,North Carolina,true,-1297
Glenwood,Arkansas,true,-1361
Glenwood Springs,Colorado,true,-651
Globe,Arizona,true,-529
Gloucester,Massachusetts,true,-1771
Gloucester,Virginia,true,-51
Glover,Vermont,true,-351
Gloversville,New York,true,-291
Golconda,Illinois,true,-43
Gold Bar,Washington,true,-1617
Gold Beach,Oregon,true,-1038
Gold Canyon,Arizona,true,-334
Golden,Colorado,true,-1037
Golden,Missouri,true,-1158
Gold Hill,Oregon,true,-927
Goldsboro,North Carolina,true,-341
Goleta,California,true,-443
Gonzales,Louisiana,true,-445
Goodlettsville,Tennessee,true,-45
Goodrich,Texas,false,166
Goodyear,Arizona,true,-610
Goose Creek,South Carolina,true,-330
Gordonsville,Virginia,true,-439
Gordonville,Pennsylvania,true,-809
Gordonville,Texas,false,48
Gorham,New Hampshire,true,-902
Goshen,Indiana,true,-319
Goshen,New York,true,-592
Gouldsboro,Maine,true,-887
Gouldsboro,Pennsylvania,true,-1119
Government Camp,Oregon,true,-64
Graeagle,California,false,3
Graford,Texas,true,-660
Grafton,Illinois,true,-415
Graham,North Carolina,true,-696
Graham,Texas,true,-817
Granbury,Texas,true,-901
Granby,Colorado,true,-545
Grand Bay,Alabama,true,-632
Grand Forks,North Dakota,true,-929
Grand Haven,Michigan,true,-919
Grand Island,Nebraska,true,-183
Grand Isle,Louisiana,true,-894
Grand Isle,Vermont,true,-35
Grand Junction,Colorado,true,-433
Grand Lake,Colorado,true,-1275
Grand Marais,Michigan,true,-1075
Grand Marais,Minnesota,true,-1604
Grand Prairie,Texas,true,-660
Grand Rapids,Michigan,true,-705
Grand Rapids,Minnesota,true,-1139
Grand Rivers,Kentucky,true,-637
Grandview,Missouri,true,-841
Grandville,Michigan,true,-1618
Granger,Indiana,true,-760
Granite Bay,California,true,-267
Granite Falls,Washington,true,-1249
Grantham,New Hampshire,true,-2049
Grants Pass,Oregon,true,-620
Granville,Ohio,false,80
Grapeview,Washington,true,-767
Grapevine,Texas,true,-721
Grass Valley,California,true,-550
Grassy Creek,North Carolina,true,-568
Gravois Mills,Missouri,true,-954
Grawn,Michigan,true,-199
Gray,Tennessee,true,-690
Grayland,Washington,true,-740
Grayling,Michigan,true,-929
Great Barrington,Massachusetts,true,-2018
Great Cacapon,West Virginia,true,-948
Great Falls,Montana,true,-540
Great Valley,New York,true,-843
Greeley,Colorado,true,-170
Greenbank,Washington,true,-1410
Green Bay,Wisconsin,true,-2237
Greenbush,Michigan,true,-765
Greencastle,Indiana,true,-267
Green Cove Springs,Florida,true,-52
Greeneville,Tennessee,true,-756
Greenfield,Indiana,true,-804
Green Lake,Wisconsin,true,-2256
Green Mountain,North Carolina,true,-395
Green Mountain Falls,Colorado,true,-807
Greenport,New York,true,-2268
Greensboro,Georgia,true,-1571
Greensboro,North Carolina,true,-589
Greensboro,Vermont,true,-761
Greentown,Pennsylvania,true,-1254
Green Valley,Arizona,true,-2
Green Valley Lake,California,true,-603
Greenville,Maine,false,52
Greenville,North Carolina,true,-737
Greenville,South Carolina,true,-689
Greenville,Texas,false,173
Greenwich,Connecticut,true,-2412
Greenwood,Indiana,false,55
Greenwood,Maine,true,-654
Greenwood,South Carolina,true,-940
Greenwood Lake,New York,true,-1384
Greenwood Village,Colorado,true,-730
Greer,Arizona,true,-1259
Greer,South Carolina,true,-738
Greers Ferry,Arkansas,false,91
Gresham,Oregon,true,-1127
Gretna,Louisiana,true,-502
Griffin,Georgia,true,-391
Groton,Connecticut,true,-927
Grove,Oklahoma,true,-707
Grove City,Ohio,true,-893
Groveland,California,true,-557
Grover Beach,California,true,-633
Grovetown,Georgia,false,622
Gualala,California,true,-509
Guerneville,California,true,-785
Guilford,Connecticut,true,-1097
Gulf Breeze,Florida,true,-19
Gulfport,Florida,true,-1
Gulfport,Mississippi,true,-375
Gulf Shores,Alabama,false,351
Gun Barrel City,Texas,true,-1537
Gunnison,Colorado,true,-333
Guntersville,Alabama,true,-461
Guthrie,Oklahoma,true,-595
Guttenberg,New Jersey,true,-458
Gypsum,Colorado,true,-998
Hacienda Heights,California,true,-166
Hackensack,New Jersey,true,-703
Hadley,New York,true,-1726
Hagerman,Idaho,true,-783
Hagerstown,Maryland,true,-667
Haiku-pauwela,Hawaii,true,-463
Hailey,Idaho,true,-499
Haines,Alaska,true,-176
Haines City,Florida,true,-394
Haleiwa,Hawaii,true,-1690
Half Moon Bay,California,true,-1125
Hallandale Beach,Florida,true,-989
Hallowell,Maine,true,-659
Hamburg,New York,true,-844
Hamden,Connecticut,false,7
Hamilton,Missouri,true,-383
Hamilton,Montana,true,-1236
Hamilton,New York,false,223
Hamilton,Ohio,false,213
Hamlin,Pennsylvania,true,-1490
Hammond,Louisiana,true,-418
Hammondsport,New York,true,-1332
Hammonton,New Jersey,true,-812
Hampstead,North Carolina,true,-841
Hampton,Georgia,true,-243
Hampton,New Hampshire,true,-1441
Hampton,Virginia,true,-366
Hampton Bays,New York,true,-2835
Hamtramck,Michigan,true,-308
Hana,Hawaii,true,-539
Hanahan,South Carolina,true,-396
Hanalei,Hawaii,false,332
Hancock,Maine,true,-959
Hancock,Massachusetts,true,-323
Hancock,Michigan,true,-1121
Hancock,New York,true,-582
Hanford,California,true,-397
Hanna City,Illinois,true,-382
Hannibal,Missouri,true,-808
Hapeville,Georgia,true,-700
Happy Valley,Oregon,true,-1135
Harbor Springs,Michigan,true,-896
Hardy,Arkansas,true,-282
Harker Heights,Texas,true,-396
Harkers Island,North Carolina,true,-1145
Harlingen,Texas,true,-297
Harpers Ferry,West Virginia,true,-953
Harpswell,Maine,true,-1007
Harrisburg,Pennsylvania,true,-423
Harrison,Arkansas,true,-407
Harrison,Idaho,true,-728
Harrison,Maine,true,-326
Harrison,Michigan,true,-236
Harrisonburg,Virginia,true,-325
Harrodsburg,Kentucky,true,-735
Hartford,Connecticut,true,-241
Hartford,Vermont,true,-804
Hartland,Vermont,true,-442
Hartsville,South Carolina,true,-621
Hartwell,Georgia,true,-751
Harvest,Alabama,true,-763
Harwich,Massachusetts,true,-620
Hatch,Utah,true,-529
Hatfield,Arkansas,true,-165
Hatteras,North Carolina,true,-1150
Hattiesburg,Mississippi,true,-65
Hauula,Hawaii,true,-943
Haverhill,New Hampshire,true,-1036
Hawi,Hawaii,true,-197
Hawley,Pennsylvania,true,-1484
Hawthorne,California,true,-237
Hawthorne,Florida,true,-2266
Hayden,Idaho,true,-1697
Hayesville,North Carolina,true,-857
Hays,Kansas,true,-252
Hayward,California,true,-495
Hayward,Wisconsin,true,-1061
Hazel Park,Michigan,true,-453
Healdsburg,California,true,-2395
Healy,Alaska,false,818
Heathsville,Virginia,true,-1659
Heber City,Utah,true,-550
Heber-overgaard,Arizona,true,-685
Heber Springs,Arkansas,true,-503
Hector,New York,true,-1088
Hedgesville,West Virginia,true,-705
Helen,Georgia,true,-1241
Helena,Montana,true,-848
Helotes,Texas,true,-576
Helper,Utah,true,-387
Hemet,California,true,-568
Hemphill,Texas,true,-180
Hempstead,New York,true,-634
Henderson,Nevada,true,-1160
Henderson,North Carolina,true,-525
Hendersonville,North Carolina,true,-1029
Hendersonville,Tennessee,true,-1888
Henrico,North Carolina,true,-916
Henryville,Pennsylvania,true,-1634
Hensonville,New York,true,-743
Hereford,Arizona,false,140
Hermann,Missouri,true,-1046
Hermosa,South Dakota,true,-1463
Hermosa Beach,California,true,-1961
Hernando,Florida,true,-527
Hernando Beach,Florida,true,-60
Herndon,Virginia,true,-452
Herriman,Utah,true,-1072
Hershey,Pennsylvania,true,-557
Hesperia,California,true,-202
Hialeah,Florida,true,-94
Hiawassee,Georgia,true,-771
Hickory,North Carolina,true,-819
Hico,West Virginia,true,-774
Hidden Valley,Pennsylvania,true,-159
Hideout,Utah,false,29
Higden,Arkansas,true,-253
High Falls,New York,true,-1583
Highland,New York,true,-2236
Highland,Utah,true,-858
Highland Falls,New York,true,-236
Highland Park,Illinois,true,-2484
Highlands,New Jersey,true,-2003
Highlands,North Carolina,true,-1952
High Point,North Carolina,true,-499
High Springs,Florida,true,-218
Hildale,Utah,false,72
Hill City,South Dakota,true,-1175
Hillsboro,Ohio,true,-774
Hillsboro,Oregon,true,-383
Hillsborough,North Carolina,true,-202
Hillsdale,Michigan,true,-609
Hillsdale,New York,true,-1166
Hilo,Hawaii,false,7
Hilton Head,South Carolina,false,2020
Hilton Head Island,South Carolina,false,131
Himrod,New York,true,-2110
Hinesburg,Vermont,true,-1521
Hinesville,Georgia,true,-740
Hinton,West Virginia,true,-389
Hobbs,New Mexico,true,-700
Hobe Sound,Florida,false,412
Hoboken,New Jersey,true,-572
Holcombe,Wisconsin,true,-1015
Holden Beach,North Carolina,true,-1128
Holderness,New Hampshire,true,-935
Holiday,Florida,true,-239
Holiday Island,Arkansas,true,-308
Holladay,Utah,false,702
Holland,Michigan,true,-1758
Hollister,Missouri,true,-2333
Holly,Michigan,true,-859
Holly Ridge,North Carolina,true,-941
Hollywood,Florida,true,-495
Holmes Beach,Florida,false,1814
Holualoa,Hawaii,true,-1865
Homer,Alaska,true,-309
Homer,New York,true,-2095
Homestead,Florida,false,391
Homewood,California,true,-254
Homosassa,Florida,false,201
Honeoye,New York,true,-1229
Honesdale,Pennsylvania,true,-765
Honokaa,Hawaii,true,-1414
Honolulu,Hawaii,true,-710
Honor,Michigan,true,-514
Hood River,Oregon,true,-1045
Hoodsport,Washington,true,-998
Hoover,Alabama,true,-448
Hopatcong,New Jersey,true,-2872
Hope,Alaska,false,177
Hope Mills,North Carolina,true,-569
Hopewell Junction,New York,true,-592
Hopkinsville,Kentucky,true,-519
Hoquiam,Washington,true,-488
Horizon City,Texas,true,-950
Horseshoe Bay,Texas,true,-166
Hotchkiss,Colorado,true,-521
Hot Springs,Arkansas,true,-346
Hot Springs,North Carolina,true,-473
Hot Springs,South Dakota,false,85
Houghton,Michigan,true,-904
Houghton Lake,Michigan,true,-1034
Houma,Louisiana,true,-204
Houston,Texas,true,-449
Howard,Ohio,true,-727
Hubert,North Carolina,true,-519
Huddleston,Virginia,true,-1439
Hudson,Florida,true,-225
Hudson,New York,true,-1055
Hudson,Wisconsin,true,-1036
Hull,Massachusetts,true,-1516
Humble,Texas,true,-184
Hummelstown,Pennsylvania,true,-1638
Hungry Horse,Montana,true,-829
Hunt,Texas,false,911
Hunter,New York,true,-1160
Huntersville,North Carolina,true,-1483
Huntingdon,Pennsylvania,true,-327
Huntington,West Virginia,true,-430
Huntington Beach,California,true,-1263
Huntsville,Alabama,true,-638
Huntsville,Texas,true,-961
Huntsville,Utah,false,25
Hurley,New York,true,-1004
Hurley,Wisconsin,true,-1429
Huron,Ohio,true,-755
Hurricane,Utah,true,-856
Hutchinson,Kansas,true,-374
Hutto,Texas,true,-242
Hyattsville,Maryland,true,-231
Hyde Park,New York,true,-1945
Hyde Park,Vermont,true,-632
Idaho Falls,Idaho,true,-5436
Idaho Springs,Colorado,true,-1402
Idyllwild,California,false,193
